country,noc_code,team_name,year,n_athletes,gold,silver,bronze,total_medals,snowfall_total,snowfall_mean_gridcell,gdp,gdp_per_capita,population,won_any_medal,log_total_medals,log_gdp,log_population,medals_per_million
EST,EST,Estonia,2014,25,0,0,0,0,0.1657504327278519,3.7333618056753552,27055689003.0038,20581.7898991695,1314545,0,0.0,10.432258598198093,6.118775457629279,0.0
FIN,FIN,Finland,2014,99,2,7,24,33,2.341857745672782,6.900925409182215,273478528954.901,50073.7760815871,5461512,1,3.5263605246161616,11.436923235157767,6.7373128922197925,6.042282796412422
FRA,FRA,France,2014,107,4,4,10,18,0.8020849473010643,1.2459987227815104,2861236112552.42,43148.0459288416,66312067,1,2.9444389791664403,12.456553697772948,7.821592565428268,0.2714438082589101
GBR,GBR,Great Britain,2014,53,1,4,5,10,0.3399547984517253,1.3621787679876405,3085362169410.29,47746.2421759562,64620000,1,2.3978952727983707,12.489306150198937,7.810366953681625,0.1547508511296812
GEO,GEO,Georgia,2014,4,0,0,0,0,0.5997428489079901,8.69038818672039,17966015109.3043,4830.33486170249,3719414,0,0.0,10.254451760584063,6.570474521437402,0.0
GRC,GRE,Greece,2014,7,0,0,0,0,0.1236144476606161,0.9397033057291386,233911581521.062,21474.7257123892,10892413,0,0.0,11.369051725298545,7.037124099820018,0.0
HKG,HKG,Hong Kong,2014,1,0,0,0,0,,,291459995978.893,40315.3739510191,7229500,0,0.0,11.464578954574078,6.85910826205942,0.0
HRV,CRO,Croatia,2014,11,0,1,0,1,0.1050895179909952,1.8410995525498388,59606934500.9957,14186.7295493276,4201598,1,0.6931471805599453,10.775296787262535,6.6234144976811935,0.23800468298014232
HUN,HUN,Hungary,2014,16,0,0,0,0,0.0656030125027228,0.7106063499160999,141128696412.321,14352.501883174,9833038,0,0.0,11.149615330029219,6.9926877175063185,0.0
IND,IND,India,2014,2,0,0,0,0,3.517311349773905,1.1164368963682627,2039126479154.52,1553.88396075118,1312277191,0,0.0,12.309444164226068,9.118025580319136,0.0
IRL,IRL,Ireland,2014,5,0,0,0,0,0.0251655007842141,0.4326399429065228,266490442124.309,57214.5379785709,4657740,0,0.0,11.425681637350927,6.668175242095442,0.0
IRN,IRI,Iran,2014,5,0,0,0,0,2.464269482467659,1.5225068125216703,462284793280.825,5672.06372896319,81502045,0,0.0,11.664909607686738,7.911168505931058,0.0
ISL,ISL,Iceland,2014,5,0,0,0,0,2.4909562936912684,23.264483519678148,18052183514.8695,55140.364935793,327386,0,0.0,10.256529739820968,5.515060103748046,0.0
ISR,ISR,Israel,2014,4,0,0,0,0,5.521879148097929e-06,0.0002380624120493,315017088116.716,38343.3046626235,8215700,0,0.0,11.49833411275312,6.914644572419394,0.0
ITA,ITA,Italy,2014,110,0,2,12,14,0.9565178728694652,3.039483584093983,2173255507985.84,36028.3494022349,60320707,1,2.70805020110221,12.337110788991946,7.780466423120327,0.23209277039806578
JAM,JAM,Jamaica,2014,2,0,0,0,0,0.0,0.0,13899217679.9219,4975.11325459872,2793749,0,0.0,10.142990356595499,6.44618738502382,0.0
JPN,JPN,Japan,2014,109,1,4,6,11,2.951236075300569,7.300371821443989,4896994405353.29,38475.3952461838,127276000,1,2.4849066497880004,12.68992960785208,8.104746517948824,0.08642634903673906
KAZ,KAZ,Kazakhstan,2014,50,0,0,1,1,9.903608492417517,3.638217569278164,221415613595.469,12427.7094576939,17816285,1,0.6931471805599453,11.345208242826645,7.250817151317032,0.0561284240794307
KGZ,KGZ,Kyrgyzstan,2014,1,0,0,0,0,2.330427912313446,11.94662928768652,7468102412.68237,1264.52668823891,5905848,0,0.0,9.873210264948955,6.771282265248305,0.0
KOR,KOR,South Korea,2014,70,7,5,2,14,0.1175323148291484,1.1875020273371966,1556252422020.44,30667.0912467447,50746659,1,2.70805020110221,12.192080040339759,7.705407454947282,0.2758802308542125
LBN,LIB,Lebanon,2014,2,0,0,0,0,0.0025138357217614,0.2425311106559865,48095213746.6003,7577.6413302369,6346990,0,0.0,10.682101859183263,6.802567814061831,0.0
LIE,LIE,Liechtenstein,2014,3,0,0,0,0,,,6657526979.72277,178735.153020908,37248,0,0.0,9.823312935099109,4.571102958633776,0.0
LTU,LTU,Lithuania,2014,9,0,0,0,0,0.1232267015072126,1.942789965366312,48306546656.9281,16446.1647181663,2937253,0,0.0,10.68400599171035,6.467941356046697,0.0
LUX,LUX,Luxembourg,2014,1,0,0,0,0,0.0034650521875319,1.3996625326725438,68804811897.6445,123678.702143275,556319,0,0.0,10.837618811891295,5.745323892682596,0.0
LVA,LAT,Latvia,2014,56,0,5,6,11,0.1733276881253628,2.721270226130438,30277203767.4058,15185.814581236,1993782,1,2.4849066497880004,10.481115763679385,6.299677670839824,5.517152828142695
MAR,MAR,Morocco,2014,2,0,0,0,0,0.2138159106921918,0.3609760963711049,119130841411.664,3435.40698242188,34204780,0,0.0,11.076024209181785,7.534086801452769,0.0
MCO,MON,Monaco,2014,5,0,0,0,0,,,7070017323.65476,195693.570738894,36128,0,0.0,9.849420477949439,4.557843920244874,0.0
MDA,MDA,Moldova,2014,4,0,0,0,0,0.0937665706822837,2.907268259420695,9402090137.7423,3289.95758568777,2857815,0,0.0,9.973224410448962,6.456034111410991,0.0
MEX,MEX,Mexico,2014,1,0,0,0,0,0.0295490126568961,0.0149775570500557,1364507717614.13,11391.3773497683,119784261,0,0.0,12.134975996369237,8.078399757870525,0.0
MKD,MKD,Macedonia,2014,3,0,0,0,0,0.0782522265051134,3.1237823881916515,11362265252.778,5925.38592218015,1917557,0,0.0,10.055464923690856,6.282748282356374,0.0
MLT,MLT,Malta,2014,1,0,0,0,0,,,11888032873.8295,27424.5765646694,433481,0,0.0,10.075109997367292,5.636970066573492,0.0
MNE,MNE,Montenegro,2014,2,0,0,0,0,0.1005821301138065,7.542228964843689,4579636601.80039,7342.17339453427,623744,0,0.0,9.66083101772127,5.795006381029163,0.0
MNG,MGL,Mongolia,2014,2,0,0,0,0,2.6869719304014144,1.746682082006818,12226514668.0622,4126.23975800524,2963113,0,0.0,10.08730267321353,6.471748213863003,0.0
NLD,NED,Netherlands,2014,39,13,7,9,29,0.0160297195007036,0.4038084983908196,901556501756.467,53457.2234864322,16865008,1,3.4011973816621555,11.954992949729645,7.226986551535005,1.719536688034776
NOR,NOR,Norway,2014,110,18,5,13,36,5.890286145728968,14.917573775129291,501736471832.848,97666.6951838749,5137232,1,3.6109179126442243,11.700475671567995,6.710729179126063,7.00766482806305
NPL,NEP,Nepal,2014,1,0,0,0,0,0.8787781628799891,5.830260460786802,22731612922.1906,821.455224911731,27672370,0,0.0,10.35663025219462,7.442046355882716,0.0
NZL,NZL,New Zealand,2014,14,0,0,0,0,0.6233508104611665,2.244010748762016,201518402787.38,44618.266973847,4516500,0,0.0,11.304314712333564,6.654802014568441,0.0
PAK,PAK,Pakistan,2014,1,0,0,0,0,2.506741760261772,2.864629067418939,271390474857.632,1266.61340849959,214264647,0,0.0,11.433594600916337,8.330950519714726,0.0
PER,PER,Peru,2014,3,0,0,0,0,1.4453785307256155,1.0995502739602934,200786250582.943,6667.13410360861,30115826,0,0.0,11.302733969925155,7.4787947792556455,0.0
PHL,PHI,Philippines,2014,1,0,0,0,0,0.0,0.0,297483555338.044,2866.83803761407,103767130,0,0.0,11.473462963263433,8.016059805146861,0.0
POL,POL,Poland,2014,58,4,4,3,11,0.3662163503027695,1.181528879546152,542134167178.627,14262.2841914116,38011735,1,2.4849066497880004,11.73410677889015,7.579917692905643,0.2893843177639748
PRT,POR,Portugal,2014,2,0,0,0,0,0.0096465903292305,0.1036079483764409,230078616299.675,22120.6850127107,10401062,0,0.0,11.36187625684942,7.017077685182676,0.0
PRY,PAR,Paraguay,2014,1,0,0,0,0,0.0,0.0,40377929295.6522,6652.25478942461,6069811,0,0.0,10.606144043222509,6.783175168351208,0.0
ROU,ROU,Romania,2014,22,0,0,0,0,0.8752727552314136,3.6794467331995193,199722319675.741,10031.7710755404,19908979,0,0.0,11.300426601527493,7.299048988503767,0.0
RUS,RUS,Russia,2014,213,33,22,13,68,125.37212559377414,7.40741824644746,2059241589895.01,14055.47265625,144237223,1,4.23410650459726,12.313707300966442,8.159077352320931,0.47144557130027387
SMR,SMR,San Marino,2014,2,0,0,0,0,,,1673911426.17254,51260.4938347125,32655,0,0.0,9.223732473882917,4.513949688096775,0.0
SRB,SRB,Serbia,2014,8,0,0,0,0,0.1936428644364092,2.5392430853551224,49114321280.3466,6886.67809068704,7131787,0,0.0,10.691208146830578,6.853198363933208,0.0
SVK,SVK,Slovakia,2014,62,1,0,0,1,0.0781728914043138,1.661041970289007,101713075598.862,18770.9289896545,5418649,1,0.6931471805599453,11.007376786702599,6.733891019936509,0.18454784578222358
SVN,SLO,Slovenia,2014,58,2,2,4,8,0.0751605252576917,3.9320148280444505,49514466379.6057,24013.0682060959,2061980,1,2.1972245773362196,10.694732102993354,6.31428444856546,3.8797660501071785
SWE,SWE,Sweden,2014,99,8,32,11,51,3.537264060393122,7.884812842020787,577727767303.596,59583.4584491714,9696110,1,3.9512437185814275,11.761723241519125,6.986597533814994,5.259841317806832
THA,THA,Thailand,2014,2,0,0,0,0,0.0,0.0,407339040197.651,5801.1978916205,70216367,0,0.0,11.609956035742487,7.846438355282144,0.0
TJK,TJK,Tajikistan,2014,1,0,0,0,0,1.9908882537802184,14.406172725374972,9112605459.32845,1081.54402932039,8425552,0,0.0,9.959642567404428,6.925598363276417,0.0
TLS,TLS,Timor Leste,2014,1,0,0,0,0,0.0,0.0,1447535182.8616,1224.74956308733,1181903,0,0.0,9.160629128210845,6.072581835011072,0.0
TOG,TOG,Togo,2014,2,0,0,0,0,,,,,,0,0.0,,,
TON,TGA,Tonga,2014,1,0,0,0,0,,,440997738.014078,4136.59013792529,106609,0,0.0,8.64443636187028,5.0277938696562865,0.0
TUR,TUR,Turkey,2014,6,0,0,0,0,2.0687487625469148,2.5916490180424314,942343431928.654,12209.3862327674,77181884,0,0.0,11.974209207898674,7.8875153754379905,0.0
TWN,TPE,Chinese Taipei,2014,3,0,0,0,0,0.0022704402068244,0.0655664679987849,,,,0,0.0,,,
UKR,UKR,Ukraine,2014,42,4,0,1,5,1.4238763724550016,2.493734057762051,133503871861.723,3054.908203125,45972380,1,1.791759469228055,11.125493861234654,7.662496987851051,0.10876095603490618
USA,USA,United States,2014,222,10,30,24,64,44.82118254229582,4.716865728613341,17550680174000.0,54973.4207515712,319257560,1,4.174387269895637,13.244293952146052,8.504141190124676,0.20046510409964918
UZB,UZB,Uzbekistan,2014,3,0,0,0,0,0.8762888482932379,1.90508483488612,80845385809.4529,2674.9628382103,30222994,0,0.0,10.907655237913687,7.480337484929266,0.0
VEN,VEN,Venezuela,2014,1,0,0,0,0,0.0,0.0,214689614732.719,7096.22047105512,30254079,0,0.0,11.331811036642303,7.480783936600591,0.0
VGB,IVB,British Virgin Islands,2014,1,0,0,0,0,,,,,32962,0,0.0,,4.518013555046075,0.0
VIR,ISV,United States Virgin Islands,2014,1,0,0,0,0,,,3565000000.0,33045.3643795999,107882,0,0.0,9.552059534187885,5.0329489891426675,0.0
ZWE,ZIM,Zimbabwe,2014,1,0,0,0,0,0.0,0.0,,,,0,0.0,,,
ALB,ALB,Albania,2018,2,0,0,0,0,0.1486479278802557,4.911650965079833,15379508329.7568,5897.65452588774,2607733,0,0.0,10.186942451649633,6.416263122887054,0.0
AND,AND,Andorra,2018,5,0,0,0,0,,,3218418631.67579,42819.7577456133,75162,0,0.0,9.507642533735018,4.87599832780698,0.0
ARG,ARG,Argentina,2018,7,0,0,0,0,4.33767457870323,1.5580584398453612,524819892360.176,11752.7998922979,44654882,0,0.0,11.720010287835837,7.649868946085866,0.0
ARM,ARM,Armenia,2018,3,0,0,0,0,0.2063171812601428,7.28479676838197,12457940694.7395,4196.00562301769,2969000,0,0.0,10.095446259110872,6.472610197596045,0.0
AUS,AUS,Australia,2018,50,0,2,1,3,0.1162002676908923,0.0150850810702061,1433144978761.67,57410.1737346009,24963258,1,1.3862943611198906,12.15629012639968,7.397301265268616,0.12017662117661085
AUT,AUT,Austria,2018,105,5,3,6,14,0.7823315519710955,9.256746914845568,452582294972.775,51194.0749841299,8840521,1,2.70805020110221,11.655697560343357,6.946477860121401,1.5836170741520776
AZE,AZE,Azerbaijan,2018,1,0,0,0,0,0.2350554959491375,2.588263519728971,47112470051.7701,4739.7943123408,9939771,0,0.0,10.673135874387508,6.997376378906168,0.0
BEL,BEL,Belgium,2018,22,0,1,0,1,0.0328066224335125,1.0927448495053518,542638913427.921,47487.2100392561,11427054,1,0.6931471805599453,11.734510934433034,7.0579342796993805,0.08751161935525989
BGR,BUL,Bulgaria,2018,21,0,0,0,0,0.5698147645875246,5.187426821949968,66097226262.2191,9849.38397225174,6710798,0,0.0,10.820183234912452,6.826774166426833,0.0
BIH,BIH,Bosnia and Herzegovina,2018,4,0,0,0,0,0.4145001661887477,8.260352913027932,20484058033.1144,6047.84707207392,3387000,0,0.0,10.311415997558065,6.5298151966446305,0.0
BLR,BLR,Belarus,2018,33,2,1,0,3,1.0437776212945356,5.011040558097353,60031026576.26,6360.037502312,9438785,1,1.3862943611198906,10.778375770185674,6.974916093688338,0.3178375182822789
BMU,BER,Bermuda,2018,1,0,0,0,0,,,7225977000.0,113204.82210838,63831,0,0.0,9.858896574891984,4.805031648300712,0.0
BOL,BOL,Bolivia,2018,2,0,0,0,0,0.3383876261985609,0.3103343953186915,48414038842.2576,4206.8552936661,11508368,0,0.0,10.684971314281869,7.061013740758613,0.0
BRA,BRA,Brazil,2018,9,0,0,0,0,2.534407108161935e-05,2.967538683235038e-06,1916933708352.71,9300.66072904004,206107261,0,0.0,12.28260709431029,8.314093291908696,0.0
CAN,CAN,Canada,2018,225,11,8,10,29,87.16178718807767,8.73421495484651,1725329192783.02,46539.1761570405,37072620,1,3.4011973816621555,12.236871970695825,7.5690532796183,0.7822484626120302
CHE,SUI,Switzerland,2018,166,5,6,4,15,0.7372494278378349,15.895447818317384,725568717468.001,85217.3691512274,8514329,1,2.772588722239781,11.860678550066515,6.930150427626877,1.761736009966258
CHL,CHI,Chile,2018,7,0,0,0,0,8.477492805778244,10.415001766822405,295857562991.709,15659.4808675628,18893191,0,0.0,11.471082675602498,7.276305315076609,0.0
CHN,CHN,China,2018,80,1,6,2,9,28.08564687238852,2.985329858141751,14147765772963.8,10085.6638148819,1402760000,1,2.302585092994046,13.15068786112636,9.14698337338643,0.00641592289486441
COL,COL,Colombia,2018,4,0,0,0,0,0.0005526779624178,0.0004782028200143,334198218098.276,6816.96818309544,49024465,0,0.0,11.524004129961474,7.690412862945316,0.0
CYP,CYP,Cyprus,2018,1,0,0,0,0,0.0,0.0,25754001367.5448,29120.375,1270737,0,0.0,10.410844714419541,6.104055675441715,0.0
CZE,CZE,Czech Republic,2018,93,2,2,3,7,0.2412870635628265,2.974760949965677,251992360762.236,23705.9329811299,10629928,1,2.0794415416798357,11.401387375189898,7.026530322913834,0.6585181009692633
DEU,GER,Germany,2018,153,14,10,7,31,0.7259930698864743,2.039280493245028,4055433215301.96,48916.1686612154,82905782,1,3.4657359027997265,12.608037253853148,7.918584820093438,0.3739184318893464
DNK,DEN,Denmark,2018,17,0,0,0,0,0.0665712463824186,1.5734456119803149,355293374912.393,61324.7665045565,5793636,0,0.0,11.550587109358691,6.762951206063239,0.0
ECU,ECU,Ecuador,2018,1,0,0,0,0,0.0017304735252819,0.006888473766235,107478961000.0,6303.91886658338,17049547,0,0.0,11.031323459453095,7.231712844442073,0.0
ERI,ERI,Eritrea,2018,1,0,0,0,0,0.0,0.0,,,3192760,0,0.0,,6.504166273818783,0.0
ESP,ESP,Spain,2018,13,0,0,2,2,0.8624076730748009,1.716463849759834,1431642809327.06,30602.4212881113,46782011,1,1.0986122886681098,12.155834676290015,7.670078886721345,0.04275147556183508
EST,EST,Estonia,2018,22,0,0,0,0,0.1823642169408153,4.107570586959506,31222632740.7247,23618.1361254581,1321977,0,0.0,10.494469520653423,6.121223899279745,0.0
FIN,FIN,Finland,2018,100,1,1,4,6,1.966690196402972,5.795391446566194,273869255596.078,49654.2497035329,5515525,1,1.9459101490553132,11.437543281343427,6.741586857438267,1.087838419733389
FRA,FRA,France,2018,106,5,4,6,15,1.203695750166911,1.8698809550935864,2781576320884.39,41418.1766484844,67158348,1,2.772588722239781,12.444290980611276,7.82710000456982,0.22335272451907243
GBR,GBR,Great Britain,2018,58,1,0,4,5,0.4967108961413191,1.990291178807701,2897028009916.05,43702.9976303165,66289000,1,1.791759469228055,12.46195269420037,7.821441467535291,0.07542729562974249
GEO,GEO,Georgia,2018,4,0,0,0,0,0.5779113635882582,8.374045803536319,17902544880.6471,4804.0546040444,3726549,0,0.0,10.252914771151028,6.571306836096178,0.0
GHA,GHA,Ghana,2018,1,0,0,0,0,0.0,0.0,67259353965.6087,2195.32166016377,30637585,0,0.0,10.827752691546582,7.486254529155435,0.0
GRC,GRE,Greece,2018,4,0,0,0,0,0.2212355901543948,1.681808391716479,213298873494.394,19873.4015238771,10732882,0,0.0,11.328988561795137,7.030716354644113,0.0
HKG,HKG,Hong Kong,2018,1,0,0,0,0,,,361731070995.726,48537.5668888343,7452600,0,0.0,11.55838581421487,6.8723078121661665,0.0
HRV,CRO,Croatia,2018,19,0,0,0,0,0.2703868725481672,4.737000983356269,61667925219.0755,15460.3669595491,3988775,0,0.0,10.790059337090737,6.600839539189162,0.0
HUN,HUN,Hungary,2018,19,1,0,0,1,0.2589747700277079,2.8051930700913,161184691013.835,16605.0570511887,9706964,1,0.6931471805599453,11.207323791042642,6.98708341896889,0.1030188223629963
IND,IND,India,2018,2,0,0,0,0,2.744054617435369,0.8709959158865681,2702929641648.74,1966.25455171679,1374659064,0,0.0,12.431834740984925,9.138194999996585,0.0
IRL,IRL,Ireland,2018,5,0,0,0,0,0.0595416155897438,1.0236268052121484,395780319816.603,80804.1123164826,4898022,0,0.0,11.597454195106486,6.690020731474107,0.0
IRN,IRI,Iran,2018,4,0,0,0,0,1.7640191451100415,1.089869101150117,411903303606.044,4783.01067340237,86117998,0,0.0,11.614795275161374,7.935093925149837,0.0
ISL,ISL,Iceland,2018,5,0,0,0,0,2.4729594603657024,23.096400669983264,26677652544.3499,75633.8651351915,352721,0,0.0,10.426147611905378,5.54743131708915,0.0
ISR,ISR,Israel,2018,10,0,0,0,0,6.041323601481409e-05,0.0026045699841779,376299083108.497,42362.6652754196,8882800,0,0.0,11.575533160117883,6.948549883895047,0.0
ITA,ITA,Italy,2018,120,3,2,5,10,1.0097013414397196,3.2084822868359724,2099435266458.67,34904.1081923834,60148658,1,2.3978952727983707,12.32210248823654,7.7792259420716,0.1662547483603042
JAM,JAM,Jamaica,2018,3,0,0,0,0,0.0,0.0,16855447986.2221,5976.90362644337,2820097,0,0.0,10.226740299743891,6.450264046560583,0.0
JPN,JPN,Japan,2018,124,4,5,4,13,2.221819223799838,5.496038283592394,5040880939324.86,39751.1330982711,126811000,1,2.6390573296152584,12.702506439948593,8.103156927300432,0.10251476606918958
KAZ,KAZ,Kazakhstan,2018,46,0,0,1,1,9.027868392613785,3.316503214387545,179339977690.485,9472.48527327758,18932727,1,0.6931471805599453,11.25367711139761,7.277213172640788,0.052818592905290396
KEN,KEN,Kenya,2018,1,0,0,0,0,0.0,0.0,92202979985.2863,1836.45275528993,50207107,0,0.0,10.964744957607335,7.700765197472065,0.0
KGZ,KGZ,Kyrgyzstan,2018,2,0,0,0,0,2.4879563174992856,12.754177742239438,8271106235.41552,1283.5203037417,6444079,0,0.0,9.917563599009265,6.809160855933054,0.0
KOR,KOR,South Korea,2018,122,5,8,4,17,0.1728401010223199,1.7463109670521746,1824251454306.83,35363.9508228687,51585058,1,2.8903717578961645,12.261084701147634,7.712523923179833,0.32955279414438193
LBN,LIB,Lebanon,2018,3,0,0,0,0,0.00623303574037,0.6013539658872962,54901519155.5556,9174.53666204759,5984119,0,0.0,10.7395843617861,6.777000221308524,0.0
LIE,LIE,Liechtenstein,2018,3,0,0,1,1,,,6692620691.84146,174988.775083446,38246,1,0.6931471805599453,9.825596211809382,4.582586020698348,26.146525126810648
LTU,LTU,Lithuania,2018,9,0,0,0,0,0.2134385663611601,3.3650686083191346,54261795148.5372,19247.2315367967,2819200,0,0.0,10.73449415747216,6.4501258867319535,0.0
LUX,LUX,Luxembourg,2018,1,0,0,0,0,0.0049422622569894,1.9963622287250289,71085623495.1145,116926.759593905,607950,0,0.0,10.851781776987695,5.783867862797374,0.0
LVA,LAT,Latvia,2018,34,0,0,1,1,0.2257958886777886,3.545028700764268,33247935477.3576,17252.1710428626,1927174,1,0.6931471805599453,10.52176468306384,6.284920927851278,0.5188945056336376
MAR,MAR,Morocco,2018,2,0,0,0,0,0.3151937070378059,0.5321278177985461,127341147581.818,3501.69799804688,35839760,0,0.0,11.104968759350701,7.554365092758373,0.0
MCO,MON,Monaco,2018,4,0,0,0,0,,,7184333936.01355,188298.315668437,38154,0,0.0,9.856386510629939,4.581540075367257,0.0
MDA,MDA,Moldova,2018,2,0,0,0,0,0.1372009896264805,4.2539689720948655,11252353420.8798,4156.44981956646,2707203,0,0.0,10.051243364297235,6.432520822624711,0.0
MDG,MAD,Madagascar,2018,1,0,0,0,0,0.0,0.0,13760033282.2925,500.45718552916,27494926,0,0.0,10.138619484357232,7.439252555156836,0.0
MEX,MEX,Mexico,2018,4,0,0,0,0,0.033763400775404,0.0171137109449067,1256300182879.73,10084.7937562021,124573711,0,0.0,12.099093422993391,8.09542640209649,0.0
MKD,MKD,Macedonia,2018,3,0,0,0,0,0.1355905995995375,5.412696174283348,12683068114.2388,6713.98925398989,1889051,0,0.0,10.10322432483159,6.276243683024845,0.0
MLT,MLT,Malta,2018,1,0,0,0,0,,,16153779510.9928,33382.2677499267,483903,0,0.0,10.208274150737171,5.684758314564518,0.0
MNE,MNE,Montenegro,2018,3,0,0,0,0,0.1360773123127127,10.2038627062457,5433467174.79183,8673.59128084795,626438,0,0.0,9.735077047701036,5.796878094340048,0.0
MNG,MGL,Mongolia,2018,2,0,0,0,0,2.9627525010695166,1.9259548819573655,13178094720.4986,4107.64288528468,3208189,0,0.0,10.119852624811307,6.506259945409895,0.0
MYS,MAS,Malaysia,2018,2,0,0,0,0,0.0,0.0,358788845712.53,10901.8019954421,32910967,0,0.0,11.554838932920555,7.517340643053845,0.0
NGA,NGR,Nigeria,2018,3,0,0,0,0,0.0,0.0,421739251509.08,2057.87944554011,204938755,0,0.0,11.625044022927364,8.311624093545765,0.0
NLD,NED,Netherlands,2018,33,8,6,6,20,0.0217683367238137,0.5483713775854335,929733599796.862,53955.0770024266,17231624,1,3.044522437723423,11.968358526282913,7.236326209601379,1.1606567088511217
NOR,NOR,Norway,2018,109,14,14,11,39,5.012082656449571,12.69346020631725,439788625883.8,82792.8427113304,5311916,1,3.6888794541139363,11.643243993147149,6.725251198697137,7.341983570523329
NZL,NZL,New Zealand,2018,21,0,0,2,2,0.7496886663074837,2.698816456458041,211985631173.205,43257.0769238879,4900600,1,1.0986122886681098,11.326306424543496,6.6902492556890785,0.40811329224992854
PAK,PAK,Pakistan,2018,2,0,0,0,0,2.073744587242428,2.3698129249647955,356128166704.921,1569.33814626355,226928892,0,0.0,11.551606324027409,8.355889792656074,0.0
PHL,PHI,Philippines,2018,2,0,0,0,0,0.0,0.0,346841896587.313,3168.51036609727,109465287,0,0.0,11.540131552349965,8.039276420048726,0.0
POL,POL,Poland,2018,62,1,0,1,2,0.7051543560000114,2.275049258349515,594616687350.017,15658.2120316794,37974750,1,1.0986122886681098,11.774237093100227,7.5794949234438995,0.05266657450016129
PRI,PUR,Puerto Rico,2018,1,0,0,0,0,0.0,0.0,100958100000.0,30679.9181934488,3290690,0,0.0,11.004141168690072,6.5172869714372865,0.0
PRK,PRK,North Korea,2018,10,0,0,0,0,0.4993582964398266,3.9730691187228064,,,25931147,0,0.0,,7.413821727133936,0.0
PRT,POR,Portugal,2018,2,0,0,0,0,0.0053510009128589,0.0574717291208938,242092894542.888,23541.1401075289,10283822,0,0.0,11.383982043030747,7.012154550945658,0.0
ROU,ROU,Romania,2018,27,0,0,0,0,1.41150110173477,5.933628216626484,241791427223.903,12416.134317959,19473970,0,0.0,11.383440898777215,7.289454496632363,0.0
RUS,OAR,Olympic Athletes from Russia,2018,168,2,6,9,17,120.28218048620596,7.106686707561525,1657328773461.31,11211.8876953125,145398106,1,2.8903717578961645,12.219408670360576,8.162558749307708,0.11692036758718163
SGP,SGP,Singapore,2018,1,0,0,0,0,,,377123710560.614,66881.6067035265,5638676,0,0.0,11.576483838271232,6.751177140615181,0.0
SMR,SMR,San Marino,2018,1,0,0,0,0,,,1655353653.05934,47950.6880557136,34522,0,0.0,9.21889079156456,4.538095948219385,0.0
SRB,SRB,Serbia,2018,4,0,0,0,0,0.4277346459788074,5.608893698869974,52787520248.9242,7559.86165747394,6982604,0,0.0,10.722531261025328,6.844017412871397,0.0
SVK,SVK,Slovakia,2018,56,1,2,0,3,0.1875522377568544,3.985168425260093,106611673364.837,19573.3717031314,5446771,1,1.3862943611198906,11.02780476004115,6.736139116501882,0.5507850431016836
SVN,SLO,Slovenia,2018,71,0,1,1,2,0.1222293990161334,6.394417916939903,53689067639.9176,25888.0481065655,2073894,1,1.0986122886681098,10.72988586210526,6.316786555142931,0.9643694422183583
SWE,SWE,Sweden,2018,116,7,6,1,14,3.2929302796791573,7.340175489812805,549649344043.182,54018.4554391861,10175214,1,2.70805020110221,11.740085714014597,7.00754355185714,1.3758924382327486
THA,THA,Thailand,2018,4,0,0,0,0,0.0,0.0,506754208404.485,7099.77650081458,71376079,0,0.0,11.704797364033535,7.8535526865807554,0.0
TLS,TLS,Timor-Leste,2018,1,0,0,0,0,0.0,0.0,1555988614.43594,1219.46599728983,1275959,0,0.0,9.19200641482222,6.105836719557688,0.0
TOG,TOG,Togo,2018,1,0,0,0,0,,,,,,0,0.0,,,
TON,TGA,Tonga,2018,1,0,0,0,0,,,493530783.00463,4675.04791274385,105567,0,0.0,8.693314246108208,5.023528179961994,0.0
TUR,TUR,Turkey,2018,8,0,0,0,0,3.4067023412197304,4.267785889338867,788356985773.667,9684.11819884721,81407204,0,0.0,11.896722920337542,7.910662838783683,0.0
TWN,TPE,Chinese Taipei,2018,4,0,0,0,0,0.013110497557112,0.3786089657603527,,,,0,0.0,,,
UKR,UKR,Ukraine,2018,33,1,0,0,1,3.131973623679423,5.485243975160231,130891088293.55,3059.0517578125,45208907,1,0.6931471805599453,11.116910078661626,7.655224007374776,0.022119534984555145
USA,USA,United States,2018,241,9,8,6,23,48.11146794562334,5.063126884076316,20533057312000.0,62499.8744390068,328529577,1,3.1780538303479458,13.31245361935965,8.516574474503594,0.07000891734018823
UZB,UZB,Uzbekistan,2018,2,0,0,0,0,0.6236181845152573,1.3557693315317276,58695899092.1083,1813.08530813664,32373490,0,0.0,10.76860775944381,7.5101895207198455,0.0
XKX,KOS,Kosovo,2018,1,0,0,0,0,0.0737633976636711,6.586588793310102,7878762812.27689,4384.18796444738,1797086,0,0.0,9.896458026374717,6.254568860877337,0.0
ZAF,RSA,South Africa,2018,1,0,0,0,0,0.0510840278523691,0.0418803583814172,405260723892.517,6914.1780318076,58613001,0,0.0,11.607734515848064,7.7679939579346735,0.0
ALB,ALB,Albania,2022,1,0,0,0,0,0.0784748866098449,2.592980999118063,19017247013.8821,7756.96188744253,2451636,0,0.0,10.27914764755328,6.389455989938417,0.0
AND,AND,Andorra,2022,5,0,0,0,0,,,3380611694.73392,42414.0479861228,79705,0,0.0,9.528995289511965,4.901485566117548,0.0
ARG,ARG,Argentina,2022,6,0,0,0,0,4.380216337259542,1.573339103427169,633993756301.08,13962.1894087223,45407904,0,0.0,11.802084980882775,7.657131455606257,0.0
